id_achat,id_client,date_achat,montant,produit
356,25,2025-08-28 22:13:00,282.37,Laptop
357,25,2025-08-13 22:52:36,486.42,Mouse
358,25,2025-08-28 22:06:17,395.04,Keyboard
359,25,2025-12-03 04:41:30,351.19,Mouse
360,25,2025-09-20 03:50:40,83.12,Mouse
361,25,2025-02-03 20:51:06,100.1,Speaker
362,25,2025-02-27 20:21:09,242.02,Headphones
363,25,2025-11-21 10:43:35,157.36,Tablet
364,25,2025-09-11 01:54:08,404.83,Laptop
365,25,2025-02-24 11:34:37,285.57,Mouse
366,25,2025-02-23 03:29:16,283.07,Tablet
367,25,2026-01-07 08:35:46,200.33,Monitor
368,25,2025-04-16 14:18:23,109.63,Phone
369,25,2025-08-19 05:54:51,461.89,Keyboard
370,25,2025-10-05 09:33:33,55.31,Headphones
371,25,2025-08-27 21:23:00,35.25,Mouse
372,25,2025-11-13 01:55:43,340.1,Charger
373,26,2025-10-08 16:15:23,438.07,Headphones
374,26,2025-02-03 01:15:42,404.28,Charger
375,27,2025-09-12 16:32:24,339.01,Headphones
376,27,2025-06-29 04:35:30,244.9,Keyboard
377,27,2025-07-06 16:09:12,158.56,Laptop
378,27,2025-11-30 15:31:39,113.79,Headphones
379,27,2025-02-02 02:35:05,481.42,Phone
380,27,2025-06-14 00:35:36,375.97,Webcam
381,27,2025-11-09 09:46:38,458.08,Charger
382,27,2025-10-18 04:52:09,354.85,Mouse
383,27,2025-06-26 02:35:23,458.41,Speaker
384,27,2025-12-16 22:50:14,167.59,Monitor
385,27,2025-04-08 08:33:04,196.52,Speaker
386,27,2025-03-26 11:18:25,327.87,Monitor
387,27,2025-09-06 15:24:40,138.17,Speaker
388,27,2025-05-19 13:45:15,442.58,Webcam
389,27,2025-05-06 04:23:24,58.32,Webcam
390,27,2025-06-18 22:25:32,383.2,Keyboard
391,27,2025-01-29 20:36:22,458.02,Keyboard
392,27,2025-07-05 04:03:50,163.33,Laptop
393,27,2025-12-10 16:43:12,285.64,Headphones
394,27,2025-05-30 09:17:02,373.21,Laptop
395,27,2025-09-25 19:13:38,137.78,Charger
396,27,2025-05-28 02:52:48,293.78,Mouse
397,27,2026-01-06 22:36:03,154.64,Headphones
398,27,2025-04-30 11:20:43,171.63,Mouse
399,28,2025-11-01 13:20:34,418.35,Webcam
400,28,2025-05-17 22:46:25,279.81,Keyboard
401,28,2025-10-01 16:11:59,136.09,Webcam
402,28,2025-09-08 04:57:25,483.59,Webcam
403,28,2025-10-27 01:04:42,235.81,Keyboard
404,28,2025-03-19 02:49:54,92.94,Speaker
405,28,2025-08-11 08:18:36,249.27,Speaker
406,28,2025-11-30 16:09:18,495.26,Laptop
407,28,2025-09-13 03:02:18,266.73,Phone
408,28,2025-10-16 20:37:07,473.14,Laptop
409,28,2025-10-21 11:07:14,384.53,Mouse
410,28,2025-10-31 13:19:35,77.37,Headphones
411,28,2025-03-23 07:16:23,43.3,Tablet
412,28,2025-07-20 22:36:42,14.48,Speaker
413,28,2025-02-20 22:32:29,233.44,Laptop
414,28,2025-05-27 21:51:15,312.74,Charger
415,28,2025-08-03 22:58:53,457.25,Webcam
416,28,2025-11-09 09:12:31,17.71,Speaker
417,28,2026-01-07 01:21:38,280.31,Laptop
418,29,2025-05-15 00:53:02,269.41,Monitor
419,30,2025-05-11 03:09:39,488.96,Laptop
420,30,2025-12-19 04:11:08,256.09,Mouse
421,30,2025-02-21 12:14:00,405.02,Tablet
422,30,2025-06-16 17:10:36,62.44,Phone
423,30,2025-09-03 11:00:38,266.95,Headphones
424,30,2025-09-09 21:50:45,104.05,Speaker
425,30,2025-10-22 15:32:59,133.68,Keyboard
426,30,2025-04-03 06:52:16,140.99,Mouse
427,30,2025-11-27 22:23:41,48.72,Mouse
428,30,2025-07-15 16:30:17,234.91,Headphones
429,30,2025-05-22 12:10:33,495.21,Headphones
430,30,2025-06-28 06:54:08,156.99,Phone
431,30,2025-05-31 10:27:46,330.33,Laptop
432,30,2025-03-18 14:47:21,55.82,Mouse
433,30,2025-03-22 00:29:00,194.81,Webcam
434,30,2025-01-25 07:34:06,37.5,Laptop
435,30,2025-03-29 18:36:11,354.39,Phone
436,30,2025-05-12 20:15:59,254.93,Mouse
437,31,2025-07-23 05:38:59,394.34,Charger
438,31,2025-09-10 22:39:38,488.89,Phone
439,31,2025-05-07 14:47:21,448.45,Laptop
440,31,2025-08-11 20:57:18,122.59,Charger
441,31,2025-03-25 10:31:11,243.0,Laptop
442,31,2025-09-02 05:51:02,462.84,Monitor
443,31,2025-02-16 05:14:19,450.66,Charger
444,31,2025-02-22 13:54:38,332.47,Tablet
445,31,2025-10-06 06:14:07,465.1,Keyboard
446,31,2025-12-19 08:47:36,17.67,Headphones
447,31,2025-09-18 13:35:27,297.65,Mouse
448,31,2025-11-26 13:23:39,465.15,Monitor
449,31,2025-03-13 16:57:01,89.6,Headphones
450,31,2025-05-23 15:52:52,287.68,Mouse
451,31,2025-05-28 15:19:47,341.75,Speaker
452,31,2025-03-09 01:24:28,172.55,Tablet
453,31,2025-06-09 02:44:55,397.34,Phone
454,31,2025-11-23 22:19:41,255.39,Keyboard
455,31,2025-10-15 05:52:42,36.31,Mouse
456,31,2025-12-05 09:52:25,123.75,Phone
457,31,2025-11-06 22:47:35,176.89,Charger
458,32,2025-08-31 09:36:16,204.38,Keyboard
459,32,2026-01-08 19:46:24,24.52,Monitor
460,32,2025-05-17 16:51:03,393.94,Webcam
461,32,2025-04-11 13:30:38,250.4,Keyboard
462,32,2025-11-17 00:58:44,280.99,Mouse
463,32,2025-04-19 06:09:37,221.61,Charger
464,32,2025-03-17 01:56:54,333.73,Phone
465,32,2026-01-16 19:53:52,388.36,Monitor
466,32,2025-01-29 02:57:05,401.05,Phone
467,32,2025-04-11 10:23:23,50.2,Tablet
468,32,2025-09-30 04:56:16,196.2,Tablet
469,32,2025-04-09 10:16:02,372.43,Keyboard
470,32,2025-12-04 22:14:09,186.74,Phone
471,32,2025-06-29 05:33:45,12.55,Monitor
472,32,2025-11-11 17:00:24,227.92,Monitor
473,32,2025-03-13 13:32:41,60.09,Phone
474,32,2025-05-07 19:57:10,101.82,Webcam
475,32,2026-01-06 13:51:27,282.92,Speaker
476,32,2025-11-28 12:01:10,209.94,Laptop
477,32,2025-07-14 21:31:08,53.91,Speaker
478,33,2025-06-28 17:14:45,302.49,Keyboard
479,33,2025-08-10 13:25:43,433.22,Laptop
480,33,2026-01-18 21:47:20,153.01,Mouse
481,34,2025-03-30 16:03:34,51.5,Speaker
482,34,2025-03-28 09:54:48,453.55,Headphones
483,34,2025-07-27 18:43:49,290.26,Tablet
484,34,2025-06-14 08:41:18,345.8,Tablet
485,34,2025-08-17 13:02:49,78.03,Monitor
486,34,2025-12-14 20:34:01,141.52,Tablet
487,34,2025-06-09 19:04:27,41.0,Mouse
488,34,2025-04-24 22:43:02,145.22,Monitor
489,34,2025-11-06 07:59:22,247.27,Phone
490,34,2025-06-01 08:24:45,186.95,Headphones
491,34,2025-11-08 03:09:31,363.24,Webcam
492,34,2025-06-25 22:21:42,300.97,Headphones
493,34,2025-06-01 13:11:32,234.35,Tablet
494,34,2025-12-23 07:28:33,159.28,Mouse
495,34,2025-04-15 04:04:04,172.79,Charger
496,34,2025-08-04 17:40:42,196.15,Keyboard
497,34,2025-02-16 14:55:09,225.71,Mouse
498,34,2025-09-29 12:28:07,409.58,Charger
499,34,2025-05-16 21:48:32,76.7,Keyboard
500,34,2025-11-17 12:29:18,305.57,Headphones
501,34,2025-10-02 21:22:26,244.71,Tablet
502,34,2025-11-05 21:07:30,482.64,Keyboard
503,34,2025-08-18 19:43:16,152.81,Webcam
504,34,2025-02-23 18:26:54,484.2,Headphones
505,34,2025-12-20 09:09:54,169.68,Monitor
506,35,2026-01-14 05:03:43,395.07,Keyboard
507,35,2025-10-05 01:13:31,65.81,Charger
508,35,2025-08-02 21:47:52,107.9,Speaker
509,35,2025-02-26 18:09:35,98.16,Speaker
510,35,2025-11-17 02:22:41,23.19,Webcam
511,35,2025-04-12 15:47:13,472.06,Headphones
512,35,2025-05-26 15:31:40,224.84,Monitor
513,35,2025-10-02 18:49:50,417.33,Phone
514,35,2026-01-10 22:07:25,411.29,Mouse
515,35,2025-11-15 04:41:03,339.76,Tablet
516,35,2025-04-11 05:58:04,320.33,Headphones
517,35,2025-04-27 17:39:14,133.81,Tablet
518,35,2025-11-20 20:46:42,360.47,Mouse
519,35,2025-07-06 11:44:15,46.24,Charger
520,35,2025-06-28 07:47:40,244.83,Mouse
521,35,2025-08-23 05:45:22,271.84,Mouse
522,35,2025-02-12 02:26:49,276.39,Keyboard
523,35,2026-01-17 23:09:11,353.8,Speaker
524,35,2025-01-27 13:46:26,300.97,Phone
525,35,2025-07-02 04:37:37,63.59,Headphones
526,35,2025-09-13 20:28:35,332.22,Keyboard
527,35,2025-12-12 11:37:03,91.51,Charger
528,35,2025-07-12 11:17:33,31.71,Mouse
529,35,2025-10-04 07:18:43,483.74,Keyboard
530,35,2025-02-11 18:43:48,483.2,Mouse
531,35,2025-05-28 20:41:47,61.91,Phone
532,35,2026-01-02 23:31:01,136.78,Speaker
533,36,2025-04-30 06:35:48,264.21,Charger
534,36,2025-04-21 11:40:14,346.96,Headphones
535,36,2025-12-12 17:38:18,228.43,Mouse
536,36,2025-01-29 13:37:09,236.9,Charger
537,36,2025-08-25 16:14:03,348.31,Tablet
538,36,2025-06-25 18:06:57,179.03,Laptop
